蔡财官|男|蔡财官|哈尼族|1991-09-14|群众|532523199109142458|伊斯兰教|乒乓球||||18852814067|湖南||||||中专和中技|未婚|O|181||1558680445.1722739|||||2019-05-24|28||6109428734|532523199109142458||6109428734@qq.com||福建|银行柜台|中专和中技|||中国|4|||||||||||oximjeb||导入||||
吴志军|男|吴志军|汉族|1993-11-10|群众|522725199311100704|佛教|水粉画||||14790134662|宁夏回族自治区||||||大专|未婚|O|181||1558680445.175404|||||2019-05-24|26||4010818883|522725199311100704||14790134662@163.com||广东|场务|大专|||中国|2|||||||||||x0vr3z||导入||||
张欣荣|男|张欣荣|汉族|1954-03-24|群众|231224195403249045|基督教|桑巴舞||||18714900229|云南||||||本科|已婚|O|163||1558680445.177731|||||2019-05-24|65||9475910893|231224195403249045||9475910893@qq.com||江苏|作业员|本科|||中国|5|||||||||||ldq14iu3ey||导入||||
杨阳|男|杨阳|汉族|1991-01-26|群众|371428199101260826|伊斯兰教|素描||||14741299403|内蒙古||||||初中|未婚|O|179||1558680445.179009|||||2019-05-24|28||1010018289|371428199101260826||14741299403@126.com||辽宁|总务人员|初中|||中国|3|||||||||||fonixr||导入||||
章保垒|男|章保垒|汉族|1960-04-11|群众|510129196004114028|伊斯兰教|素描||||15330657476|重庆||||||本科|已婚|O|170||1558680445.181236|||||2019-05-24|59||734530574|510129196004114028||15330657476@163.com||江苏|演员|本科|||中国|2|||||||||||6zg7nh||导入||||
徐的姣|女|徐的姣|哈萨克族|1949-04-12|群众|45090019490412522X|佛教|冰球||||13853796095|陕西||||||文盲与半文盲|已婚|O|178||1558680498.911488|||||2019-05-24|70||114008461|45090019490412522X||13853796095@126.com||湖北|人事|文盲与半文盲|||中国|4|||||||||||zfgbw2hm||导入||||
郑庆玲|男|郑庆玲|汉族|1962-07-04|群众|361025196207041457|伊斯兰教|手工艺||||17570372985|黑龙江||||||小学|已婚|O|177||1558680498.913329|||||2019-05-24|57||444591389|361025196207041457||17570372985@163.com||湖北|保安|小学|||中国|2|||||||||||igrj6mby||导入||||
高棚飞|男|高棚飞|黎族|1948-07-28|群众|350181194807284609|基督教|剪纸||||18568822548|宁夏回族自治区||||||大专|已婚|AB|164||1558680498.914665|||||2019-05-24|71||224405163|350181194807284609||224405163@qq.com||湖北|编剧|大专|||中国|5|||||||||||m4bz6ht||导入||||
朱晓斌|男|朱晓斌|汉族|2012-08-08|群众|51182220120808106X|道教|提琴||||17897850801|山西||||||小学|未婚|B|172||1558680498.915979|||||2019-05-24|7||391983801|51182220120808106X||391983801@qq.com||湖北|服务员|小学|||中国|4|||||||||||nv34osac||导入||||
崔信言|男|崔信言|汉族|1947-05-26|群众|150223194705266412|佛教|古筝||||17599283165|新疆||||||初中|已婚|O|172||1558680498.917212|||||2019-05-24|72||111835999|150223194705266412||111835999@qq.com||河北|警察|初中|||中国|3|||||||||||bcvp48aolk||导入||||
韩步康|男|韩步康|汉族|2017-10-07|群众|654300201710079254|基督教|通俗流行声乐||||15052484176|香港||||||文盲与半文盲|未婚|O|181||1558680498.918689|||||2019-05-24|2||848667703|654300201710079254||848667703@qq.com||河北|车手|文盲与半文盲|||中国|4|||||||||||r3egxs||导入||||
韩雪晶|女|韩雪晶|藏族|1991-11-05|群众|220681199111059631|佛教|羽毛球||||14979379025|山西||||||高中|未婚|A|179||1558680498.9208992|||||2019-05-24|28||8473283106|220681199111059631||14979379025@126.com||湖北|作业员|高中|||中国|5|||||||||||cm9xiqnl||导入||||
方朝阳|男|方朝阳|汉族|1979-11-27|群众|141030197911273571|伊斯兰教|篮球||||18518305173|安徽||||||高中|已婚|O|171||1558680498.9232059|||||2019-05-24|40||470188824|141030197911273571||18518305173@163.com||湖北|经纪|高中|||中国|4|||||||||||1znu3d||导入||||
单爱霞|女|单爱霞|汉族|1973-05-16|群众|530181197305162035|伊斯兰教|冰球||||17859944449|广西壮族自治区||||||小学|已婚|O|156||1558680498.925947|||||2019-05-24|46||7410592825|530181197305162035||17859944449@126.com||湖北|经纪|小学|||中国|3|||||||||||092cr7f||导入||||
田孟莹|女|田孟莹|汉族|1938-10-30|群众|420503193810301488|道教|古筝||||14953216462|江西||||||大专|已婚|B|172||1558680498.9287732|||||2019-05-24|81||448099152|420503193810301488||448099152@qq.com||湖北|分析师|大专|||中国|5|||||||||||tkfrzli0oc||导入||||
田国俊|男|田国俊|汉族|1959-04-10|党员|370113195904109679|佛教|桑巴舞||||14910979065|北京||||||小学|已婚|AB|179||1558680498.930812|||||2019-05-24|60||5481096846|370113195904109679||14910979065@126.com||湖北|会记|小学|||中国|4|||||||||||lbdw2oem||导入||||
蒋德生|男|蒋德生|汉族|1961-03-02|群众|340100196103022394|伊斯兰教|高尔夫||||15732758426|辽宁||||||文盲与半文盲|已婚|O|156||1558680498.9331908|||||2019-05-24|58||376167291|340100196103022394||376167291@qq.com||湖北|按摩技师|文盲与半文盲|||中国|5|||||||||||rzs493o||导入||||
张锋|男|张锋|汉族|1977-10-17|群众|511722197710174953|伊斯兰教|素描||||14725328543|新疆||||||文盲与半文盲|已婚|O|181||1558680498.934607|||||2019-05-24|42||6122901043|511722197710174953||6122901043@qq.com||湖北|摄影|文盲与半文盲|||中国|4|||||||||||90kwft35nu||导入||||
童刚|男|童刚|汉族|1975-10-27|群众|14102119751027661X|基督教|茶艺||||17555684717|广西壮族自治区||||||本科|已婚|O|174||1558680498.936008|||||2019-05-24|44||71052598101|14102119751027661X||17555684717@126.com||安徽|场务|本科|||中国|5|||||||||||gszt54oi||导入||||
罗武尧|男|罗武尧|汉族|1943-08-15|群众|341500194308153279|伊斯兰教|美声||||15050911321|四川||||||高中|已婚|B|156||1558680498.9373171|||||2019-05-24|76||4760891016|341500194308153279||15050911321@126.com||福建|营业员|高中|||中国|4|||||||||||xha4f0||导入||||
刘长生|男|刘长生|藏族|1983-02-10|群众|360521198302102510|佛教|提琴||||17136534506|贵州||||||高中|已婚|O|159||1558680498.938557|||||2019-05-24|36||831783721|360521198302102510||17136534506@163.com||辽宁|会记|高中|||中国|5|||||||||||vtaj7c1y||导入||||
余华|男|余华|黎族|1976-01-02|群众|410883197601026920|佛教|提琴||||18988754051|福建||||||大专|已婚|O|182||1558680498.9398952|||||2019-05-24|43||44210841010|410883197601026920||44210841010@qq.com||河北|歌手|大专|||中国|4|||||||||||xw9eyf5||导入||||
袁浩|男|袁浩|汉族|1947-10-06|群众|469022194710068043|道教|街舞||||17010672838|云南||||||小学|已婚|A|180||1558680498.941247|||||2019-05-24|72||168802155|469022194710068043||17010672838@163.com||广东|保姆|小学|||中国|3|||||||||||hb85g1l||导入||||
重庆市个人信用融资担保有限责任公司|女|重庆市个人信用融资担保有限责任公司|汉族|1963-04-09|群众|410823196304090802|基督教|书法||||14961291351|澳门||||||文盲与半文盲|已婚|A|166||1558680498.943651|||||2019-05-24|56||8797255910|410823196304090802||8797255910@qq.com||重庆|会记|文盲与半文盲|||中国|3|||||||||||483hp7vrw||导入||||
朱志钧|男|朱志钧|侗族|1966-05-12|群众|371522196605121954|伊斯兰教|陶艺||||17666144794|广西壮族自治区||||||文盲与半文盲|已婚|O|184||1558680498.945756|||||2019-05-24|53||4107041857|371522196605121954||4107041857@qq.com||辽宁|营养师|文盲与半文盲|||中国|3|||||||||||6bp7ofi||导入||||
