张连群|男|张连群|满族|2000-08-23|群众|53030220000823301X|佛教|提琴||||18056028088|吉林||||||大专|未婚|O|183||||||2019-05-24|19||1039017104|53030220000823301X||18056028088@163.com||河南|人事|大专|||中国|4|||||20190524||||||6efsxt3c9||导入||||
李书平|女|李书平|汉族|1952-12-06|群众|511922195212064454|道教|乒乓球||||15186455086|河南||||||本科|已婚|O|163||||||2019-05-24|67||88102854710|511922195212064454||88102854710@qq.com||江西|会记|本科|||中国|5|||||20190524||||||km9zjdfb5l||导入||||
李娜|女|李娜|黎族|2001-01-03|群众|652123200101038905|道教|民族舞||||15348023518|陕西||||||大专|未婚|A|180||||||2019-05-24|18||730121103|652123200101038905||730121103@qq.com||江苏|摄影|大专|||中国|5|||||20190524||||||it75s9||导入||||
徐青|男|徐青|汉族|1958-12-28|群众|340811195812282212|基督教|芭蕾舞||||14936350214|安徽||||||本科|已婚|A|158||||||2019-05-24|61||8462626109|340811195812282212||8462626109@qq.com||江西|航天员|本科|||中国|2|||||20190524||||||l46asc||导入||||
常州鱼米之乡优质稻麦专业合作社|女|常州鱼米之乡优质稻麦专业合作社|汉族|1992-01-21|群众|141026199201216710|佛教|乒乓球||||18377771119|台湾||||||大专|未婚|O|161||||||2019-05-24|27||183747106|141026199201216710||183747106@qq.com||江苏|药剂师|大专|||中国|3|||||20190524||||||vknsjt14oh||导入||||
吴祥军|男|吴祥军|汉族|1997-11-15|党员|522623199711159897|佛教|通俗流行声乐||||17554728579|甘肃||||||本科|未婚|B|170||||||2019-05-24|22||9111610111|522623199711159897||9111610111@qq.com||浙江|制片|本科|||中国|5|||||20190524||||||fq5ine30y||导入||||
罗维|男|罗维|汉族|1982-03-19|群众|433130198203196799|道教|跑步||||15010041450|广西壮族自治区||||||本科|已婚|AB|177||||||2019-05-24|37||275936925|433130198203196799||275936925@qq.com||广东|航天员|本科|||中国|3|||||20190524||||||o5t8gkx||导入||||
陈振兴|男|陈振兴|汉族|2014-04-28|群众|110113201404283937|佛教|水粉画||||18937611697|黑龙江||||||本科|未婚|A|164||||||2019-05-24|5||159395546|110113201404283937||18937611697@126.com||江西|场务|本科|||中国|5|||||20190524||||||j1brgtxik6||导入||||
浮深|女|浮深|回族|1949-04-05|党员|610925194904059856|道教|书法||||13515332857|湖南||||||本科|已婚|A|183||||||2019-05-24|70||3008537210|610925194904059856||3008537210@qq.com||陕西|导游|本科|||中国|5|||||20190524||||||4uxz5q||导入||||
刘寅军|男|刘寅军|汉族|2016-10-29|群众|210911201610298579|道教|笛||||14538378842|辽宁||||||大专|未婚|O|175||||||2019-05-24|3||64109591098|210911201610298579||14538378842@163.com||河南|保安|大专|||中国|3|||||20190524||||||wn5m46zhp8||导入||||
熊良俊|男|熊良俊|汉族|1954-12-03|群众|500121195412034468|佛教|美声||||18017125560|上海||||||大专|已婚|O|171||||||2019-05-24|65||216328615|500121195412034468||216328615@qq.com||重庆|营养师|大专|||中国|3|||||20190524||||||pk3eyjvtc||导入||||
姚平|男|姚平|汉族|2008-02-06|党员|440282200802066823|伊斯兰教|乒乓球||||13080344748|西藏||||||硕士|未婚|O|157||||||2019-05-24|11||9108597436|440282200802066823||9108597436@qq.com||浙江|歌手|硕士|||中国|3|||||20190524||||||ohlk9q5jt||导入||||
黄福建|男|黄福建|壮族|1940-08-21|群众|152500194008213378|伊斯兰教|乒乓球||||17586334378|河南||||||本科|已婚|A|157||||||2019-05-24|79||5621110129|152500194008213378||5621110129@qq.com||广东|经纪|本科|||中国|3|||||20190524||||||eg0ay39r||导入||||
丁锋平|男|丁锋平|汉族|1968-06-30|群众|341721196806308263|伊斯兰教|陶艺||||14915252219|江西||||||高中|已婚|O|177||||||2019-05-24|51||2105609315|341721196806308263||14915252219@126.com||浙江|营销人员|高中|||中国|2|||||20190524||||||cb9e2v6x05||导入||||
夏茂峰|男|夏茂峰|汉族|1995-11-14|群众|500231199511141601|道教|水粉画||||15969696233|贵州||||||大专|未婚|O|177||||||2019-05-24|24||444131297|500231199511141601||15969696233@163.com||安徽|设计师|大专|||中国|4|||||20190524||||||uf54qmel2t||导入||||
吴洋|男|吴洋|汉族|2016-08-17|群众|360722201608171190|佛教|油画||||17399987530|江西||||||高中|未婚|O|163||||||2019-05-24|3||4856910693|360722201608171190||17399987530@163.com||安徽|音乐人|高中|||中国|2|||||20190524||||||64evpho93n||导入||||
李伟洪|男|李伟洪|汉族|1994-08-11|群众|610626199408118151|佛教|摄影||||17523451832|黑龙江||||||本科|未婚|O|157||||||2019-05-24|25||2750469910|610626199408118151||17523451832@163.com||广东|银行柜台|本科|||中国|4|||||20190524||||||tmpn2uk43i||导入||||
王银兰|女|王银兰|汉族|1953-02-15|群众|131122195302159532|伊斯兰教|油画||||14545687474|福建||||||本科|已婚|O|159||||||2019-05-24|66||6031736910|131122195302159532||14545687474@163.com||安徽|车手|本科|||中国|4|||||20190524||||||rq7nil||导入||||
陈水军|男|陈水军|汉族|1959-12-24|群众|620823195912241402|伊斯兰教|高尔夫||||13157341900|安徽||||||本科|已婚|O|159||||||2019-05-24|60||533764512|620823195912241402||13157341900@163.com||浙江|分析师|本科|||中国|3|||||20190524||||||31t245vdmc||导入||||
张海军|男|张海军|壮族|1950-11-20|群众|141123195011200011|道教|高尔夫||||17287753127|吉林||||||本科|已婚|O|184||||||2019-05-24|69||1416110799|141123195011200011||1416110799@qq.com||江苏|会记|本科|||中国|4|||||20190524||||||39cq7be||导入||||
李侠|女|李侠|汉族|1958-07-04|群众|420106195807041730|基督教|摄影||||14922298634|河南||||||本科|已婚|O|174||||||2019-05-24|61||7542541007|420106195807041730||14922298634@163.com||安徽|作业员|本科|||中国|4|||||20190524||||||9hqxtsmwoz||导入||||
阙小云|女|阙小云|哈萨克族|2009-02-22|群众|510304200902225646|佛教|素描||||14797041967|上海||||||本科|未婚|O|173||||||2019-05-24|10||210641010666|510304200902225646||14797041967@126.com||安徽|翻译|本科|||中国|2|||||20190524||||||70d4vl2cw||导入||||
彭兴国|男|彭兴国|汉族|1983-03-26|群众|469030198303262832|基督教|剪纸||||15348858886|河北||||||本科|已婚|AB|175||||||2019-05-24|36||23108723107|469030198303262832||15348858886@126.com||浙江|经纪|本科|||中国|4|||||20190524||||||p8yz2bhork||导入||||
王的宜|男|王的宜|藏族|1956-12-20|群众|370502195612200887|道教|通俗流行声乐||||13875640661|云南||||||本科|已婚|AB|180||||||2019-05-24|63||6407100009|370502195612200887||6407100009@qq.com||安徽|特工|本科|||中国|5|||||20190524||||||2uqng91ke||导入||||
曹莹|女|曹莹|汉族|2004-12-04|党员|411327200412046233|基督教|剪纸||||15639173425|青海||||||本科|未婚|O|159||||||2019-05-24|15||21032195310|411327200412046233||15639173425@126.com||江苏|裁判|本科|||中国|4|||||20190524||||||qa430kxjz9||导入||||
潘志|男|潘志|维吾尔族|1985-02-26|群众|451021198502267614|伊斯兰教|陶艺||||15225560040|台湾||||||本科|已婚|O|158||||||2019-05-24|34||1202553510|451021198502267614||1202553510@qq.com||广东|运动员|本科|||中国|3|||||20190524||||||lzsad9||导入||||
魏奕彬|男|魏奕彬|汉族|1982-05-22|群众|430900198205227176|道教|篮球||||13725966420|甘肃||||||本科|已婚|O|180||||||2019-05-24|37||1801141021|430900198205227176||13725966420@163.com||广东|人事|本科|||中国|2|||||20190524||||||9lbw4s6t0||导入||||
余华|男|余华|汉族|2016-02-07|群众|620725201602072469|基督教|美声||||13747157050|宁夏回族自治区||||||本科|未婚|O|164||||||2019-05-24|3||673774957|620725201602072469||673774957@qq.com||河北|教练|本科|||中国|5|||||20190524||||||skgefaod8v||导入||||
袁浩|男|袁浩|土家族|1958-03-29|群众|140425195803299804|基督教|芭蕾舞||||15876861539|广西壮族自治区||||||本科|已婚|O|165||||||2019-05-24|61||3233107752|140425195803299804||3233107752@qq.com||广东|保姆|本科|||中国|4|||||20190524||||||f7ivrh3t||导入||||
朱志钧|男|朱志钧|傣族|1973-12-02|群众|451300197312025307|伊斯兰教|素描||||13935334776|宁夏回族自治区||||||高中|已婚|O|165||||||2019-05-24|46||43451052101|451300197312025307||13935334776@126.com||辽宁|保安|高中|||中国|5|||||20190524||||||zyeji56cas||导入||||
任勤用|男|任勤用|汉族|1986-01-09|群众|530600198601096312|道教|插花||||13869537506|内蒙古||||||本科|已婚|O|160||||||2019-05-24|33||280848714|530600198601096312||280848714@qq.com||广东|总台|本科|||中国|2|||||20190524||||||pu8ojh||导入||||
石磊|男|石磊|汉族|1976-06-16|群众|623021197606164176|伊斯兰教|摄影||||15737348030|天津||||||本科|已婚|O|158||||||2019-05-24|43||767914904|623021197606164176||767914904@qq.com||江苏|特工|本科|||中国|5|||||20190524||||||uqytrhg0jx||导入||||
郑德明|男|郑德明|汉族|2008-01-23|群众|130983200801234532|道教|速写||||14762806198|山东||||||本科|未婚|AB|166||||||2019-05-24|11||51041014501|130983200801234532||14762806198@163.com||贵州|军人|本科|||中国|2|||||20190524||||||98srjvc2||导入||||
刘忠玲|女|刘忠玲|汉族|1980-07-16|群众|210682198007168643|伊斯兰教|通俗流行声乐||||18244787111|江西||||||本科|已婚|O|155||||||2019-05-24|39||6910973542|210682198007168643||6910973542@qq.com||辽宁|场务|本科|||中国|4|||||20190524||||||y238kxpoj6||导入||||
任波|男|任波|白族|1954-07-26|党员|542226195407268178|基督教|羽毛球||||15053428737|山东||||||大专|已婚|O|160||||||2019-05-24|65||3438107835|542226195407268178||3438107835@qq.com||四川|编剧|大专|||中国|3|||||20190524||||||xg1dor||导入||||
陈朴稳|男|陈朴稳|汉族|2005-04-07|群众|469031200504075132|基督教|高尔夫||||14933710672|河北||||||本科|未婚|O|157||||||2019-05-24|14||64403341010|469031200504075132||14933710672@126.com||云南|警察|本科|||中国|5|||||20190524||||||ntk65p||导入||||
马恒光|男|马恒光|汉族|1991-08-12|群众|530428199108125693|道教|摄影||||17590848223|黑龙江||||||本科|未婚|O|165||||||2019-05-24|28||8110971326|530428199108125693||8110971326@qq.com||陕西|人事|本科|||中国|3|||||20190524||||||qwyzmv9||导入||||
陈柏君|男|陈柏君|汉族|1997-01-27|群众|350624199701272282|道教|游泳||||17832357980|西藏||||||本科|未婚|O|168||||||2019-05-24|22||9432610450|350624199701272282||9432610450@qq.com||浙江|摄影|本科|||中国|4|||||20190524||||||eql6w92||导入||||
苏州|男|苏州|汉族|1956-04-10|群众|451424195604103423|佛教|冰球||||17562955787|西藏||||||大专|已婚|O|162||||||2019-05-24|63||4162106299|451424195604103423||17562955787@126.com||浙江|导演|大专|||中国|4|||||20190524||||||gfj8tsk||导入||||
李福令|男|李福令|侗族|1990-03-02|群众|230522199003025203|佛教|手工艺||||15018895749|云南||||||本科|未婚|O|160||||||2019-05-24|29||569581823|230522199003025203||569581823@qq.com||河南|裁判|本科|||中国|2|||||20190524||||||jvo0er||导入||||
孔庆丁|男|孔庆丁|汉族|2006-10-20|群众|350303200610203529|佛教|跑步||||15557093776|北京||||||本科|未婚|O|171||||||2019-05-24|13||341835575|350303200610203529||15557093776@163.com||山东|经纪|本科|||中国|2|||||20190524||||||r6ds8qlu||导入||||
刘智敏|男|刘智敏|汉族|1943-03-27|群众|321183194303271466|道教|速写||||14588471715|台湾||||||本科|已婚|B|178||||||2019-05-24|76||495466767|321183194303271466||495466767@qq.com||广东|营养师|本科|||中国|3|||||20190524||||||yex20cq1kt||导入||||
张卫华|女|张卫华|瑶族|1935-06-26|群众|522628193506265118|佛教|水粉画||||15066052220|湖北||||||硕士|已婚|O|170||||||2019-05-24|84||776611271|522628193506265118||15066052220@126.com||河南|促销|硕士|||中国|5|||||20190524||||||8bm94lvg6||导入||||
刘利平|男|刘利平|汉族|1942-01-11|群众|220281194201116818|基督教|小品主持||||18564550317|香港||||||本科|已婚|O|157||||||2019-05-24|77||61021101116|220281194201116818||61021101116@qq.com||陕西|经纪|本科|||中国|3|||||20190524||||||2ji8egrs||导入||||
杭州富阳冬明饭店|女|杭州富阳冬明饭店|汉族|2002-01-08|群众|51343420020108113X|基督教|油画||||17546936016|吉林||||||本科|未婚|A|165||||||2019-05-24|17||596546406|51343420020108113X||596546406@qq.com||浙江|总务人员|本科|||中国|4|||||20190524||||||w60r1tumpz||导入||||
安素英|女|安素英|汉族|1969-02-06|群众|320211196902061593|道教|旱冰||||17170032327|四川||||||硕士|已婚|B|168||||||2019-05-24|50||601959802|320211196902061593||17170032327@126.com||河南|后勤|硕士|||中国|2|||||20190524||||||9y24a6||导入||||
葛正信|男|葛正信|汉族|1960-09-10|群众|450323196009102866|道教|书法||||14985813370|北京||||||本科|已婚|O|177||||||2019-05-24|59||629519185|450323196009102866||629519185@qq.com||甘肃|营养师|本科|||中国|3|||||20190524||||||3f7mts4iqa||导入||||
贺梅芳|女|贺梅芳|汉族|1993-01-14|群众|360729199301142314|佛教|水粉画||||18341133271|广东||||||本科|未婚|O|167||||||2019-05-24|26||4476107838|360729199301142314||18341133271@163.com||江苏|管理员|本科|||中国|2|||||20190524||||||io1edfx74z||导入||||
许淑霞|女|许淑霞|汉族|2001-03-16|团员|130633200103168216|佛教|文案写作||||15258897335|香港||||||本科|未婚|O|178||||||2019-05-24|18||5075071100|130633200103168216||15258897335@163.com||安徽|导游|本科|||中国|5|||||20190524||||||wtrhqmn7i1||导入||||
董昌合|男|董昌合|汉族|2010-01-04|群众|411622201001041816|基督教|笛||||13618020463|西藏||||||本科|未婚|B|168||||||2019-05-24|9||719243310|411622201001041816||719243310@qq.com||山东|记者|本科|||中国|2|||||20190524||||||pytcq3xoew||导入||||
尚潇|男|尚潇|汉族|1997-09-17|群众|341822199709174617|基督教|羽毛球||||18374572657|广东||||||大专|未婚|O|157||||||2019-05-24|22||4519102536|341822199709174617||18374572657@163.com||云南|服务员|大专|||中国|2|||||20190524||||||5eo407d||导入||||
梁劲松|男|梁劲松|汉族|1969-09-14|群众|140828196909143408|基督教|摄影||||13245482853|福建||||||大专|已婚|A|177||||||2019-05-24|50||78510749510|140828196909143408||13245482853@126.com||湖北|厨师|大专|||中国|4|||||20190524||||||3tmno46ej||导入||||
李玉红|女|李玉红|汉族|1993-04-04|群众|52270119930404327X|伊斯兰教|桑巴舞||||14779947965|上海||||||大专|未婚|O|170||||||2019-05-24|26||1077751048|52270119930404327X||1077751048@qq.com||江苏|厨师|大专|||中国|3|||||20190524||||||6zp9y5e||导入||||
高志滨|男|高志滨|汉族|1943-12-11|群众|410211194312113667|伊斯兰教|跑步||||17327039982|陕西||||||博士|已婚|AB|167||||||2019-05-24|76||4083176110|410211194312113667||4083176110@qq.com||黑龙江|保姆|博士|||中国|2|||||20190524||||||4fmor6d9k||导入||||
陈福喜|男|陈福喜|汉族|1975-04-07|群众|623023197504073567|道教|素描||||17754213740|青海||||||本科|已婚|O|175||||||2019-05-24|44||873245295|623023197504073567||17754213740@126.com||内蒙古|场务|本科|||中国|2|||||20190524||||||21vi4lpm||导入||||
韩召美|女|韩召美|汉族|1939-02-19|群众|640106193902190082|基督教|通俗流行声乐||||14771854211|广东||||||本科|已婚|O|179||||||2019-05-24|80||542265310|640106193902190082||542265310@qq.com||江苏|管理员|本科|||中国|5|||||20190524||||||2hmdyojg||导入||||
何晓锋|男|何晓锋|汉族|2010-08-12|群众|350628201008120374|基督教|素描||||13743984083|山西||||||大专|未婚|O|180||||||2019-05-24|9||923174865|350628201008120374||13743984083@163.com||浙江|导演|大专|||中国|3|||||20190524||||||31ho0vnizd||导入||||
刘登辉|男|刘登辉|汉族|1978-05-04|群众|140922197805049734|道教|陶艺||||17174826098|四川||||||大专|已婚|A|172||||||2019-05-24|41||690040063|140922197805049734||17174826098@126.com||安徽|教练|大专|||中国|3|||||20190524||||||xqhi83kr||导入||||
张振军|男|张振军|汉族|1956-09-09|群众|411421195609090004|基督教|素描||||18752380238|江苏||||||本科|已婚|O|180||||||2019-05-24|63||225185456|411421195609090004||225185456@qq.com||河北|教练|本科|||中国|2|||||20190524||||||g0k6eja492||导入||||
余广龙|男|余广龙|汉族|1937-07-31|群众|350524193707314639|道教|陶艺||||17169524779|山西||||||硕士|已婚|O|171||||||2019-05-24|82||334622109|350524193707314639||17169524779@126.com||山东|人事|硕士|||中国|4|||||20190524||||||oflgtj||导入||||
李西平|女|李西平|汉族|1952-12-06|党员|320104195212061939|伊斯兰教|小品主持||||13279031129|陕西||||||本科|已婚|O|163||||||2019-05-24|67||674690634|320104195212061939||674690634@qq.com||陕西|保安|本科|||中国|3|||||20190524||||||tj0lkzd3hr||导入||||
李翠梅|女|李翠梅|朝鲜族|1967-08-22|群众|371728196708229326|伊斯兰教|笛||||17570686063|香港||||||博士|已婚|O|162||||||2019-05-24|52||2104967990|371728196708229326||17570686063@163.com||江苏|乐师|博士|||中国|3|||||20190524||||||hcr1k7lybd||导入||||
靳文|男|靳文|汉族|1945-06-03|群众|451022194506034664|伊斯兰教|古筝||||15223837417|山东||||||本科|已婚|B|181||||||2019-05-24|74||500535035|451022194506034664||500535035@qq.com||安徽|按摩技师|本科|||中国|2|||||20190524||||||kbxj98s3||导入||||
惠春晓|女|惠春晓|布依族|2004-02-18|群众|350181200402186531|佛教|摄影||||13071398494|青海||||||博士|未婚|O|156||||||2019-05-24|15||9140110336|350181200402186531||9140110336@qq.com||浙江|作业员|博士|||中国|3|||||20190524||||||jl3vckzqe||导入||||
谭海花|女|谭海花|布依族|1943-09-03|群众|450326194309037517|伊斯兰教|桑巴舞||||17274130077|江西||||||本科|已婚|O|157||||||2019-05-24|76||788904725|450326194309037517||788904725@qq.com||广东|管理员|本科|||中国|2|||||20190524||||||3lgqpwodf||导入||||
邵太福|男|邵太福|汉族|1938-02-01|群众|530925193802011435|伊斯兰教|笛||||14923866633|青海||||||高中|已婚|A|179||||||2019-05-24|81||89211041038|530925193802011435||14923866633@163.com||江西|售票员|高中|||中国|3|||||20190524||||||b4nyi7l||导入||||
张冬香|女|张冬香|汉族|1944-03-16|群众|211404194403167004|基督教|油画||||13289255999|吉林||||||大专|已婚|O|166||||||2019-05-24|75||106008349|211404194403167004||106008349@qq.com||浙江|培训师|大专|||中国|2|||||20190524||||||2rnbl1e0x||导入||||
乔长春|男|乔长春|汉族|1999-04-13|群众|411302199904136275|伊斯兰教|笛||||13273390727|福建||||||硕士|未婚|B|178||||||2019-05-24|20||6468391068|411302199904136275||6468391068@qq.com||河南|经纪|硕士|||中国|5|||||20190524||||||v0s9xlzr5d||导入||||
吴继军|男|吴继军|汉族|2014-09-05|群众|360200201409057568|伊斯兰教|文案写作||||14960070592|河北||||||本科|未婚|O|157||||||2019-05-24|5||686542602|360200201409057568||686542602@qq.com||山东|航天员|本科|||中国|5|||||20190524||||||pc3tbyusw||导入||||
王兴发|男|王兴发|汉族|2014-09-19|群众|361030201409196558|基督教|街舞||||15038963919|北京||||||本科|未婚|O|177||||||2019-05-24|5||757239218|361030201409196558||15038963919@126.com||云南|咨询师|本科|||中国|3|||||20190524||||||gxvp1qa4||导入||||
董微|女|董微|瑶族|1942-09-19|党员|632723194209190256|道教|速写||||13163139791|西藏||||||本科|已婚|A|179||||||2019-05-24|77||627248766|632723194209190256||627248766@qq.com||辽宁|保安|本科|||中国|2|||||20190524||||||t3vr75hx||导入||||
姜德材|男|姜德材|汉族|1969-07-10|群众|320106196907102167|道教|陶艺||||14759041271|香港||||||本科|已婚|O|157||||||2019-05-24|50||24001005100|320106196907102167||14759041271@163.com||湖北|银行柜台|本科|||中国|4|||||20190524||||||td6kow||导入||||
胡建华|男|胡建华|汉族|1994-12-01|群众|130128199412014049|基督教|书法||||15830007985|内蒙古||||||本科|未婚|AB|184||||||2019-05-24|25||687710108108|130128199412014049||687710108108@qq.com||浙江|银行柜台|本科|||中国|2|||||20190524||||||r8952bvy||导入||||
刘万双|男|刘万双|汉族|1938-05-31|群众|622926193805318635|道教|跑步||||13815630357|吉林||||||大专|已婚|AB|167||||||2019-05-24|81||7594320106|622926193805318635||13815630357@163.com||浙江|经纪|大专|||中国|3|||||20190524||||||4k7nr8gqpc||导入||||
太康县沣珺家庭农场|女|太康县沣珺家庭农场|侗族|2016-07-02|群众|320115201607026887|基督教|文案写作||||14570022396|台湾||||||本科|未婚|A|180||||||2019-05-24|3||812443926|320115201607026887||812443926@qq.com||河南|摄影|本科|||中国|4|||||20190524||||||tdz6ucf7||导入||||
郭春义|女|郭春义|汉族|1978-11-02|群众|510107197811023110|佛教|跑步||||17780664229|青海||||||高中|已婚|AB|177||||||2019-05-24|41||3107457508|510107197811023110||3107457508@qq.com||辽宁|护士|高中|||中国|4|||||20190524||||||01k6tf9||导入||||
张仙仙|女|张仙仙|汉族|1985-06-14|群众|610831198506141707|佛教|插花||||15636102607|吉林||||||硕士|已婚|O|163||||||2019-05-24|34||20101052041|610831198506141707||20101052041@qq.com||浙江|技术员|硕士|||中国|2|||||20190524||||||1mef4t||导入||||
蒲晓东|男|蒲晓东|回族|1937-03-25|群众|341124193703256328|道教|素描||||13512215607|西藏||||||大专|已婚|O|162||||||2019-05-24|82||6046106571|341124193703256328||6046106571@qq.com||重庆|导演|大专|||中国|4|||||20190524||||||ijpbfnm||导入||||
黄燕平|女|黄燕平|朝鲜族|1944-09-04|党员|469023194409046802|伊斯兰教|提琴||||13892455835|浙江||||||硕士|已婚|AB|175||||||2019-05-24|75||6329109989|469023194409046802||6329109989@qq.com||广东|陪练|硕士|||中国|4|||||20190524||||||bhqtand0lw||导入||||
聂铁军|男|聂铁军|汉族|1980-01-19|群众|230703198001199792|佛教|街舞||||18714608476|甘肃||||||高中|已婚|B|168||||||2019-05-24|39||843141691|230703198001199792||843141691@qq.com||江西|编剧|高中|||中国|3|||||20190524||||||fsimj1pew||导入||||
顾成浪|男|顾成浪|汉族|1984-09-06|群众|611002198409061428|基督教|民族舞||||15847913279|四川||||||本科|已婚|AB|162||||||2019-05-24|35||31106331071|611002198409061428||31106331071@qq.com||湖北|翻译|本科|||中国|3|||||20190524||||||cxfbwnyl||导入||||
王龙龙|男|王龙龙|汉族|1997-11-04|群众|130227199711048088|伊斯兰教|民族舞||||14515406628|贵州||||||本科|未婚|O|174||||||2019-05-24|22||6836610133|130227199711048088||14515406628@163.com||河北|作业员|本科|||中国|4|||||20190524||||||ldbci29wte||导入||||
张相春|男|张相春|苗族|1993-08-05|群众|522635199308051363|基督教|小品主持||||15789078663|青海||||||博士|未婚|O|166||||||2019-05-24|26||712476770|522635199308051363||15789078663@126.com||湖北|设计师|博士|||中国|2|||||20190524||||||eg5aj6297||导入||||
王秀荣|女|王秀荣|汉族|2009-07-20|团员|42080220090720859X|道教|摄影||||13627582501|贵州||||||本科|未婚|O|176||||||2019-05-24|10||6395001063|42080220090720859X||13627582501@163.com||河北|按摩技师|本科|||中国|4|||||20190524||||||ux6t09bnfz||导入||||
